customer_id,predicted_probability,predicted_band,predicted_score,behavioral_risk_score,composite_score,hard_alert,iforest_anomaly_score,top_shap_driver_1,top_shap_driver_2,top_shap_driver_3,actual_label
C100274,0.1765,Routine,1.9631,1,14,False,0.45455,log_total_outflow,log_annual_income,log_pix_outflow,1
C102257,0.1765,Routine,1.9383,2,13,False,0.446641,log_total_outflow,log_annual_income,age,1
C100251,0.1765,Routine,1.9314,1,13,False,0.461753,log_total_outflow,log_annual_income,mean_merchant_chargeback,1
C102274,0.1765,Routine,1.935,2,15,True,0.417514,log_annual_income,log_total_outflow,count_wire_sent,1
C100308,0.1765,Routine,1.9718,4,17,False,0.390392,log_total_outflow,log_pix_outflow,count_high_chargeback_merchants,1
C101652,0.1765,Routine,1.9335,1,14,True,0.436661,log_total_outflow,log_annual_income,mean_tx_amount,1
C100831,0.1765,Routine,1.9004,4,13,False,0.438793,log_annual_income,log_pix_outflow,distinct_active_days,1
C102254,0.1765,Routine,2.0171,1,9,False,0.433132,log_annual_income,log_total_outflow,log_card_outflow,-1
C101398,0.1765,Routine,2.0017,2,8,False,0.433899,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102297,0.1765,Routine,2.0096,1,8,False,0.424553,log_annual_income,log_total_outflow,age,-1
C100272,0.1765,Routine,1.9704,1,13,False,0.418067,log_total_outflow,log_annual_income,std_tx_amount,1
C101501,0.1765,Routine,1.9058,1,9,False,0.393533,log_annual_income,log_total_outflow,log_card_outflow,-1
C101378,0.1765,Routine,1.9003,2,14,False,0.478045,log_total_outflow,log_annual_income,mean_merchant_chargeback,1
C101507,0.1765,Routine,1.8984,2,9,False,0.540404,log_total_outflow,log_annual_income,age,-1
C101476,0.1765,Routine,2.0299,2,11,False,0.431442,log_annual_income,log_pix_out,tx_count,-1
C101299,0.1623,Routine,1.8828,1,12,False,0.530365,log_total_outflow,log_annual_income,iforest_anomaly_score,-1
C101019,0.1489,Routine,1.8532,2,13,False,0.462061,log_annual_income,log_total_outflow,mean_merchant_chargeback,1
C101207,0.1489,Routine,1.8736,2,11,True,0.44712,log_annual_income,log_total_outflow,log_card_outflow,1
C101008,0.1489,Routine,1.8702,2,8,False,0.488594,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102410,0.1489,Routine,1.7574,1,13,False,0.395183,log_total_outflow,fraction_night_activity,log_card_outflow,1
C102246,0.1489,Routine,1.8416,2,8,False,0.486181,log_annual_income,age,mean_merchant_chargeback,-1
C100737,0.1489,Routine,1.7956,2,12,False,0.416764,log_annual_income,max_tx_amount,mean_merchant_chargeback,-1
C102245,0.1489,Routine,1.7758,1,9,False,0.410056,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C102018,0.1489,Routine,1.8438,3,14,False,0.468842,log_total_outflow,log_annual_income,mean_tx_amount,1
C102017,0.1489,Routine,1.7452,2,15,False,0.399489,log_total_outflow,log_annual_income,log_pix_outflow,1
C101427,0.1489,Routine,1.8667,2,10,False,0.406213,log_annual_income,mean_tx_amount,mean_merchant_chargeback,-1
C102472,0.1489,Routine,1.742,1,11,False,0.403239,log_total_outflow,log_annual_income,fraction_night_activity,-1
C101900,0.1489,Routine,1.795,1,7,False,0.502883,log_total_outflow,log_annual_income,mean_tx_amount,-1
C102131,0.1489,Routine,1.8568,2,11,False,0.413299,log_annual_income,log_total_outflow,max_tx_amount,-1
C102284,0.1489,Routine,1.8337,2,10,False,0.496178,log_annual_income,log_total_outflow,max_tx_amount,-1
C101703,0.1489,Routine,1.7751,1,5,False,0.427938,log_annual_income,log_total_outflow,count_c2c_tx,-1
C100886,0.1489,Routine,1.7969,1,15,False,0.496731,log_total_outflow,log_annual_income,log_pix_outflow,1
C102355,0.1489,Routine,1.8016,1,11,False,0.397494,log_annual_income,log_total_outflow,log_card_outflow,-1
C102012,0.1489,Routine,1.7898,2,12,True,0.447042,log_annual_income,log_total_outflow,fraction_high_mcc,1
C101421,0.1489,Routine,1.8306,1,9,False,0.504736,log_annual_income,log_card_outflow,log_total_outflow,-1
C102471,0.1489,Routine,1.8317,1,13,False,0.426018,log_total_outflow,log_annual_income,mean_tx_amount,1
C101650,0.1489,Routine,1.8493,1,9,False,0.393006,log_annual_income,log_total_outflow,count_c2c_tx,-1
C100967,0.1489,Routine,1.821,4,12,False,0.443041,age,log_annual_income,fraction_high_mcc,-1
C101925,0.1489,Routine,1.796,2,10,False,0.381679,log_annual_income,log_pix_outflow,log_pix_out,-1
C100298,0.1489,Routine,1.8154,2,7,False,0.463841,log_annual_income,log_total_outflow,max_tx_amount,-1
C102353,0.1489,Routine,1.8306,2,11,False,0.433089,log_annual_income,log_total_outflow,max_tx_amount,-1
C101323,0.1489,Routine,1.8371,2,10,False,0.395542,log_total_outflow,count_high_chargeback_merchants,mean_tx_amount,-1
C100703,0.1489,Routine,1.759,1,14,False,0.416761,log_total_outflow,fraction_night_activity,log_annual_income,1
C101328,0.1489,Routine,1.8769,1,13,False,0.476153,log_total_outflow,log_annual_income,max_txs_per_day,1
C100457,0.1489,Routine,1.8698,1,7,False,0.428118,log_annual_income,log_total_outflow,log_card_outflow,-1
C101202,0.1489,Routine,1.7939,1,1,False,0.522119,log_annual_income,log_total_outflow,log_pix_outflow,0
C100541,0.1489,Routine,1.7804,2,12,False,0.403312,log_annual_income,max_tx_amount,log_total_outflow,-1
C100486,0.1489,Routine,1.7762,1,11,False,0.425853,log_annual_income,fraction_night_activity,log_total_outflow,-1
C102062,0.1489,Routine,1.7775,2,9,False,0.384307,log_annual_income,log_total_outflow,kyc_risk_score,-1
C100502,0.1489,Routine,1.8255,2,10,False,0.40548,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102372,0.1489,Routine,1.7613,2,8,False,0.438107,log_annual_income,log_card_outflow,log_pix_out,-1
C100500,0.1489,Routine,1.7379,2,11,True,0.414279,log_annual_income,log_total_outflow,max_tx_amount,1
C100772,0.1489,Routine,1.7847,1,17,False,0.513859,log_annual_income,log_total_outflow,std_tx_amount,1
C101215,0.1489,Routine,1.8609,1,9,False,0.409527,log_total_outflow,fraction_night_activity,log_annual_income,-1
C100787,0.1489,Routine,1.7686,2,8,False,0.461638,log_annual_income,log_total_outflow,mean_tx_amount,-1
C100139,0.1489,Routine,1.7816,1,8,False,0.488116,log_annual_income,log_total_outflow,max_tx_amount,-1
C102195,0.1489,Routine,1.8115,1,13,False,0.463313,log_total_outflow,log_annual_income,count_high_chargeback_merchants,1
C101102,0.1489,Routine,1.818,2,10,False,0.501012,log_annual_income,log_pix_out,log_total_outflow,-1
C101089,0.1489,Routine,1.8368,1,3,False,0.4164,log_annual_income,log_total_outflow,log_pix_out,0
C101448,0.1489,Routine,1.7823,1,14,False,0.453383,log_annual_income,tx_count,fraction_night_activity,1
C102205,0.1489,Routine,1.741,2,13,False,0.459275,log_annual_income,max_tx_amount,age,1
C101408,0.1489,Routine,1.8799,2,13,False,0.386157,log_total_outflow,log_annual_income,age,1
C100901,0.1489,Routine,1.7593,2,9,False,0.43071,log_annual_income,log_total_outflow,log_card_outflow,-1
C102487,0.1489,Routine,1.7767,1,9,False,0.416784,log_annual_income,log_card_outflow,age,-1
C101625,0.1489,Routine,1.7412,2,3,False,0.525406,log_annual_income,log_total_outflow,max_tx_amount,0
C101379,0.1489,Routine,1.8359,1,8,False,0.475683,log_annual_income,log_total_outflow,log_pix_outflow,-1
C100550,0.1489,Routine,1.8299,2,18,False,0.425834,log_total_outflow,log_annual_income,age,1
C100036,0.1489,Routine,1.7474,1,11,False,0.425683,log_annual_income,log_total_outflow,count_wire_sent,-1
C102218,0.1489,Routine,1.8577,2,16,False,0.432564,log_total_outflow,log_annual_income,log_pix_outflow,1
C100683,0.1489,Routine,1.7608,1,2,False,0.48122,log_total_outflow,log_annual_income,mean_tx_amount,0
C100061,0.1489,Routine,1.8561,1,10,False,0.41612,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C100104,0.1489,Routine,1.8771,2,11,False,0.443318,log_annual_income,mean_tx_amount,log_total_outflow,-1
C101991,0.1489,Routine,1.8244,1,12,False,0.41999,log_annual_income,mean_merchant_chargeback,count_high_chargeback_merchants,-1
C101481,0.1489,Routine,1.8071,1,10,False,0.4663,log_annual_income,mean_tx_amount,count_c2c_tx,-1
C102326,0.1489,Routine,1.7468,2,7,False,0.385497,max_tx_amount,log_total_outflow,log_annual_income,-1
C102228,0.1489,Routine,1.7752,4,13,False,0.388493,log_total_outflow,log_annual_income,iforest_anomaly_score,1
C100976,0.1489,Routine,1.8528,2,7,False,0.390356,log_annual_income,log_total_outflow,max_tx_amount,-1
C100034,0.1489,Routine,1.8622,3,13,False,0.444341,log_annual_income,log_total_outflow,age,1
C101835,0.1276,Routine,1.7372,2,16,False,0.456913,log_annual_income,log_total_outflow,max_tx_amount,1
C101643,0.1235,Routine,1.6638,2,11,False,0.411782,log_total_outflow,log_annual_income,mean_merchant_chargeback,-1
C102250,0.1235,Routine,1.5132,1,13,True,0.425889,log_annual_income,log_total_outflow,log_card_outflow,1
C101645,0.1235,Routine,1.0226,0,9,False,0.474753,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102323,0.1235,Routine,1.0825,1,4,False,0.403431,log_total_outflow,log_annual_income,mean_tx_amount,0
C101210,0.1235,Routine,1.4695,2,11,False,0.407185,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101608,0.1235,Routine,1.073,1,10,False,0.407635,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C101607,0.1235,Routine,0.9956,1,10,False,0.453564,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101212,0.1235,Routine,1.3434,1,12,False,0.384792,log_pix_outflow,std_tx_amount,log_annual_income,-1
C101213,0.1235,Routine,1.5161,1,10,False,0.418222,log_total_outflow,log_annual_income,fraction_cross_border,-1
C101639,0.1235,Routine,0.9717,1,11,False,0.389274,log_total_outflow,log_annual_income,max_tx_amount,-1
C100317,0.1235,Routine,1.3547,1,10,False,0.456829,log_annual_income,log_total_outflow,mean_tx_amount,-1
C100318,0.1235,Routine,1.2432,1,14,False,0.415939,log_annual_income,log_total_outflow,log_pix_outflow,1
C100320,0.1235,Routine,1.3709,1,9,False,0.42768,log_annual_income,log_total_outflow,log_card_outflow,-1
C100311,0.1235,Routine,1.2093,1,5,False,0.426919,log_annual_income,log_total_outflow,fraction_night_activity,-1
C102305,0.1235,Routine,1.2583,1,12,False,0.390506,log_annual_income,log_total_outflow,fraction_weekend_activity,-1
C102316,0.1235,Routine,1.2441,1,11,False,0.417107,log_total_outflow,log_annual_income,mean_tx_amount,-1
C102314,0.1235,Routine,1.5264,1,10,False,0.377737,age,log_annual_income,log_total_outflow,-1
C102313,0.1235,Routine,1.3883,2,12,False,0.450791,log_annual_income,log_total_outflow,fraction_night_activity,-1
C100292,0.1235,Routine,1.3247,2,10,False,0.475244,fraction_night_activity,log_annual_income,count_cnp,-1
C102265,0.1235,Routine,1.5856,2,10,False,0.402937,log_annual_income,mean_tx_amount,std_tx_amount,-1
C102266,0.1235,Routine,1.4232,2,14,False,0.470006,log_total_outflow,log_annual_income,log_pix_outflow,1
C102268,0.1235,Routine,1.2347,2,12,False,0.468882,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102269,0.1235,Routine,1.3014,1,11,False,0.560634,log_total_outflow,log_annual_income,age,-1
C102258,0.1235,Routine,1.1426,1,5,False,0.463967,log_annual_income,log_card_outflow,log_pix_outflow,-1
C102260,0.1235,Routine,1.0755,2,12,False,0.473757,log_annual_income,log_total_outflow,kyc_risk_score,-1
C102263,0.1235,Routine,1.2529,1,7,False,0.469066,log_total_outflow,log_annual_income,fraction_high_mcc,-1
C100291,0.1235,Routine,1.3299,1,10,False,0.437135,log_annual_income,log_total_outflow,log_pix_outflow,-1
C101628,0.1235,Routine,1.0,0,9,False,0.428967,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C102299,0.1235,Routine,1.1622,1,13,False,0.482809,log_annual_income,log_total_outflow,mean_tx_amount,1
C102301,0.1235,Routine,1.7001,2,11,False,0.386236,log_total_outflow,log_annual_income,max_tx_amount,-1
C102302,0.1235,Routine,1.255,1,9,False,0.457601,fraction_night_activity,log_total_outflow,count_high_chargeback_merchants,-1
C102289,0.1235,Routine,1.4661,1,11,False,0.417334,log_annual_income,log_total_outflow,max_tx_amount,-1
C102281,0.1235,Routine,1.069,1,13,False,0.453935,log_annual_income,log_total_outflow,max_txs_per_day,1
C101626,0.1235,Routine,1.0723,1,12,True,0.390578,log_annual_income,log_total_outflow,max_tx_amount,1
C102273,0.1235,Routine,1.0421,1,14,False,0.440615,log_annual_income,log_total_outflow,mean_tx_amount,1
C101193,0.1235,Routine,1.3083,1,13,False,0.395639,log_annual_income,log_total_outflow,max_txs_per_day,1
C101218,0.1235,Routine,1.5673,3,9,False,0.420718,log_annual_income,log_total_outflow,fraction_weekend_activity,-1
C100313,0.1235,Routine,1.52,2,18,False,0.45658,log_total_outflow,log_annual_income,kyc_risk_score,1
C101217,0.1235,Routine,1.174,2,12,False,0.439801,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C101230,0.1235,Routine,1.4679,1,9,False,0.424655,log_total_outflow,log_annual_income,log_pix_outflow,-1
C101245,0.1235,Routine,0.9988,1,7,False,0.413546,log_total_outflow,log_annual_income,log_pix_outflow,-1
C101240,0.1235,Routine,1.4809,1,17,False,0.454911,log_annual_income,max_tx_amount,log_total_outflow,1
C101246,0.1235,Routine,1.2703,1,11,False,0.44672,log_total_outflow,log_annual_income,mean_tx_amount,-1
C101248,0.1235,Routine,1.1315,1,8,False,0.393266,log_total_outflow,log_annual_income,log_pix_outflow,-1
C101237,0.1235,Routine,1.2665,1,11,False,0.398224,log_total_outflow,max_tx_amount,log_annual_income,-1
C102278,0.1235,Routine,1.4051,1,7,False,0.379617,log_total_outflow,log_annual_income,max_tx_amount,-1
C101602,0.1235,Routine,1.6441,1,9,False,0.55611,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101614,0.1235,Routine,1.1423,0,3,False,0.530698,fraction_weekend_activity,log_total_outflow,log_annual_income,0
C101610,0.1235,Routine,1.2351,1,12,False,0.401702,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C101203,0.1235,Routine,1.5003,1,11,False,0.394602,log_annual_income,log_total_outflow,age,-1
C101624,0.1235,Routine,1.5353,1,12,True,0.421983,log_annual_income,log_total_outflow,mean_merchant_chargeback,1
C101196,0.1235,Routine,1.6843,1,9,False,0.37911,log_annual_income,log_total_outflow,age,-1
C101197,0.1235,Routine,1.2941,1,3,False,0.456655,log_annual_income,log_total_outflow,log_pix_outflow,0
C101199,0.1235,Routine,1.2449,1,11,False,0.410751,log_total_outflow,log_annual_income,mean_tx_amount,-1
C100263,0.1235,Routine,1.0038,0,9,False,0.402639,log_annual_income,log_total_outflow,log_pix_outflow,-1
C101623,0.1235,Routine,1.677,2,16,False,0.398572,log_annual_income,log_total_outflow,max_tx_amount,1
C101621,0.1235,Routine,0.9953,1,13,False,0.494814,log_annual_income,log_total_outflow,max_tx_amount,1
C101188,0.1235,Routine,1.7085,1,10,False,0.399616,log_annual_income,log_total_outflow,max_tx_amount,-1
C101189,0.1235,Routine,1.3944,1,9,False,0.427542,log_annual_income,max_tx_amount,mean_tx_amount,-1
C101192,0.1235,Routine,1.3799,2,13,False,0.436618,log_total_outflow,log_annual_income,max_tx_amount,1
C100287,0.1235,Routine,1.5001,1,12,False,0.376947,log_annual_income,log_total_outflow,iforest_anomaly_score,-1
C100277,0.1235,Routine,1.0991,1,7,False,0.422659,log_annual_income,log_total_outflow,kyc_risk_score,-1
C100266,0.1235,Routine,1.1115,2,12,False,0.445016,log_total_outflow,log_annual_income,log_pix_outflow,-1
C100258,0.1235,Routine,1.2183,1,7,False,0.45248,log_total_outflow,log_annual_income,mean_merchant_chargeback,-1
C101185,0.1235,Routine,1.1649,2,10,False,0.443365,log_annual_income,log_total_outflow,fraction_high_mcc,-1
C101728,0.1235,Routine,1.6792,2,11,False,0.412419,log_annual_income,log_pix_outflow,fraction_cross_border,-1
C101713,0.1235,Routine,1.3375,1,13,False,0.49339,log_annual_income,log_total_outflow,max_tx_amount,1
C101714,0.1235,Routine,1.2394,1,9,False,0.404477,log_annual_income,log_total_outflow,fraction_night_activity,-1
C101708,0.1235,Routine,1.6448,1,9,False,0.425904,log_annual_income,log_total_outflow,count_high_chargeback_merchants,-1
C101697,0.1235,Routine,1.6552,2,8,False,0.465533,log_annual_income,log_total_outflow,max_tx_amount,-1
C101698,0.1235,Routine,1.4073,1,4,False,0.453713,log_annual_income,log_total_outflow,log_card_outflow,0
C101700,0.1235,Routine,1.0352,1,10,False,0.497856,log_annual_income,log_pix_outflow,log_total_outflow,-1
C101701,0.1235,Routine,1.3132,2,14,False,0.479585,log_annual_income,log_total_outflow,mean_merchant_chargeback,1
C101704,0.1235,Routine,1.3006,1,3,False,0.429516,log_annual_income,log_total_outflow,fraction_night_activity,0
C102318,0.1235,Routine,1.09,1,7,False,0.396791,log_total_outflow,log_annual_income,max_tx_amount,-1
C101148,0.1235,Routine,1.06,1,10,False,0.432506,log_annual_income,log_total_outflow,max_tx_amount,-1
C101151,0.1235,Routine,1.1877,1,10,False,0.435933,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101139,0.1235,Routine,1.6644,2,8,False,0.393439,log_annual_income,log_total_outflow,max_tx_amount,-1
C101140,0.1235,Routine,1.3207,1,10,False,0.460103,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101142,0.1235,Routine,1.3307,1,12,False,0.391859,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101130,0.1235,Routine,1.0071,1,5,False,0.585248,log_annual_income,log_total_outflow,max_tx_amount,-1
C101132,0.1235,Routine,1.1001,0,5,False,0.452513,log_annual_income,log_total_outflow,fraction_weekend_activity,-1
C101134,0.1235,Routine,1.4539,1,5,False,0.454692,log_total_outflow,log_pix_outflow,mean_tx_amount,-1
C101122,0.1235,Routine,1.5638,1,12,False,0.439958,log_total_outflow,log_annual_income,mean_tx_amount,-1
C101127,0.1235,Routine,1.623,1,10,False,0.477187,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101147,0.1235,Routine,1.5174,1,8,False,0.401201,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102212,0.1235,Routine,1.2973,1,5,False,0.532272,log_annual_income,fraction_weekend_activity,log_total_outflow,-1
C102213,0.1235,Routine,1.6011,1,9,False,0.416167,log_annual_income,log_total_outflow,age,-1
C100380,0.1235,Routine,1.1193,1,11,False,0.424485,log_total_outflow,log_annual_income,log_card_outflow,-1
C100381,0.1235,Routine,1.0643,1,3,False,0.415491,log_total_outflow,log_annual_income,max_tx_amount,0
C100383,0.1235,Routine,1.4084,2,15,False,0.404884,log_total_outflow,log_annual_income,age,1
C100372,0.1235,Routine,1.3696,2,11,False,0.419143,log_annual_income,log_total_outflow,max_txs_per_day,-1
C100374,0.1235,Routine,1.7362,1,14,True,0.412746,log_annual_income,log_total_outflow,tx_count,1
C100375,0.1235,Routine,1.1015,0,12,True,0.471834,log_annual_income,log_total_outflow,mean_merchant_chargeback,1
C100376,0.1235,Routine,1.6814,1,10,False,0.449811,log_annual_income,log_pix_outflow,log_pix_out,-1
C100363,0.1235,Routine,1.367,1,9,False,0.409165,log_annual_income,fraction_night_activity,log_total_outflow,-1
C101726,0.1235,Routine,1.1903,2,5,False,0.473306,log_total_outflow,log_annual_income,max_tx_amount,-1
C100368,0.1235,Routine,1.534,1,2,False,0.470629,log_annual_income,log_total_outflow,log_card_outflow,0
C101119,0.1235,Routine,1.0723,1,10,False,0.390867,log_annual_income,log_total_outflow,iforest_anomaly_score,-1
C101106,0.1235,Routine,1.6311,1,16,False,0.427647,log_annual_income,tx_count,mean_tx_amount,1
C101112,0.1235,Routine,0.9936,0,8,False,0.386458,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C101097,0.1235,Routine,1.4015,1,3,False,0.438594,log_annual_income,log_total_outflow,count_c2c_tx,0
C101100,0.1235,Routine,1.3772,1,7,False,0.38293,log_annual_income,log_total_outflow,log_card_outflow,-1
C101090,0.1235,Routine,1.0655,1,4,False,0.445389,log_annual_income,log_total_outflow,std_tx_amount,0
C101091,0.1235,Routine,1.7321,2,11,False,0.417444,log_annual_income,log_total_outflow,max_tx_amount,-1
C101723,0.1235,Routine,1.27,1,9,False,0.392477,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C101725,0.1235,Routine,1.2559,1,9,False,0.457492,log_total_outflow,log_annual_income,fraction_night_activity,-1
C100364,0.1235,Routine,1.5403,1,8,False,0.457404,log_annual_income,std_tx_amount,mean_tx_amount,-1
C102236,0.1235,Routine,0.9928,1,9,False,0.40043,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102240,0.1235,Routine,1.4339,1,12,False,0.441558,log_total_outflow,log_annual_income,kyc_risk_score,-1
C101679,0.1235,Routine,1.2519,1,5,False,0.598243,log_annual_income,log_total_outflow,log_pix_outflow,-1
C101680,0.1235,Routine,1.4719,3,10,False,0.414648,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101665,0.1235,Routine,1.6972,1,5,False,0.502768,log_annual_income,log_total_outflow,log_card_outflow,-1
C101667,0.1235,Routine,1.2528,1,14,False,0.399556,log_total_outflow,log_annual_income,mean_tx_amount,1
C101179,0.1235,Routine,1.3667,1,10,False,0.441931,count_high_chargeback_merchants,count_c2c_tx,log_total_outflow,-1
C101180,0.1235,Routine,1.2232,1,12,False,0.407436,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101181,0.1235,Routine,1.606,1,10,False,0.429139,log_annual_income,log_total_outflow,max_tx_amount,-1
C101182,0.1235,Routine,1.1235,1,12,False,0.416812,log_annual_income,log_total_outflow,max_tx_amount,-1
C101689,0.1235,Routine,1.0559,1,12,False,0.457822,log_annual_income,log_total_outflow,mean_tx_amount,-1
C101175,0.1235,Routine,1.2598,1,11,False,0.42655,log_total_outflow,log_annual_income,log_pix_outflow,-1
C101176,0.1235,Routine,1.2337,1,11,True,0.568801,log_annual_income,log_total_outflow,mean_tx_amount,1
C101164,0.1235,Routine,0.9911,2,15,False,0.507214,log_annual_income,log_total_outflow,mean_tx_amount,1
C101165,0.1235,Routine,1.4008,2,12,False,0.434827,log_total_outflow,max_tx_amount,log_annual_income,-1
C101154,0.1235,Routine,1.5221,1,9,False,0.396075,log_annual_income,log_pix_out,mean_merchant_chargeback,-1
C101155,0.1235,Routine,1.2797,3,13,False,0.402034,log_annual_income,log_total_outflow,fraction_night_activity,1
C101657,0.1235,Routine,1.4581,2,16,False,0.414865,log_annual_income,log_total_outflow,log_pix_outflow,1
C101658,0.1235,Routine,0.9736,1,13,False,0.444387,log_annual_income,log_total_outflow,max_tx_amount,1
C101661,0.1235,Routine,1.378,1,4,False,0.512828,log_annual_income,log_total_outflow,mean_tx_amount,0
C101655,0.1235,Routine,1.4787,1,9,False,0.379954,log_annual_income,log_total_outflow,std_tx_amount,-1
C101173,0.1235,Routine,1.0073,1,7,False,0.43899,log_total_outflow,log_annual_income,log_pix_outflow,-1
C101690,0.1235,Routine,1.2479,1,9,False,0.449332,log_annual_income,max_tx_amount,log_total_outflow,-1
C101694,0.1235,Routine,1.1081,1,11,False,0.509342,log_annual_income,log_total_outflow,max_tx_amount,-1
C101696,0.1235,Routine,1.4701,1,7,False,0.404661,log_annual_income,log_total_outflow,std_tx_amount,-1
C101685,0.1235,Routine,1.3102,1,7,False,0.380769,log_total_outflow,log_annual_income,log_pix_outflow,-1
C101675,0.1235,Routine,1.4525,2,10,False,0.487296,log_annual_income,mean_merchant_chargeback,log_total_outflow,-1
C102251,0.1235,Routine,1.2636,1,11,True,0.43619,log_total_outflow,log_annual_income,log_pix_outflow,1
C102248,0.1235,Routine,1.6513,1,12,False,0.434847,log_annual_income,log_pix_outflow,fraction_night_activity,-1
C100345,0.1235,Routine,1.6483,1,11,False,0.407356,log_annual_income,log_total_outflow,kyc_risk_score,-1
C100348,0.1235,Routine,1.0059,0,11,False,0.557649,log_annual_income,log_total_outflow,age,-1
C100350,0.1235,Routine,1.5835,1,5,False,0.493081,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102235,0.1235,Routine,1.5608,1,8,False,0.443425,log_total_outflow,log_annual_income,mean_tx_amount,-1
C100330,0.1235,Routine,1.4082,3,7,False,0.413741,log_total_outflow,log_annual_income,mean_merchant_chargeback,-1
C100332,0.1235,Routine,1.7241,2,11,False,0.431674,log_annual_income,log_total_outflow,count_wire_sent,-1
C100333,0.1235,Routine,1.1076,1,7,False,0.411548,log_annual_income,log_total_outflow,max_tx_amount,-1
C100334,0.1235,Routine,1.3229,2,14,False,0.391521,log_annual_income,log_total_outflow,fraction_night_activity,1
C100336,0.1235,Routine,1.5756,1,7,False,0.453038,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C100321,0.1235,Routine,1.4238,2,11,False,0.453771,log_annual_income,log_total_outflow,max_tx_amount,-1
C100324,0.1235,Routine,1.1283,1,9,False,0.481245,log_annual_income,log_total_outflow,max_txs_per_day,-1
C100325,0.1235,Routine,1.5827,2,17,False,0.435557,log_annual_income,log_total_outflow,tx_count,1
C100327,0.1235,Routine,1.701,1,9,False,0.425029,log_total_outflow,log_annual_income,std_tx_amount,-1
C102233,0.1235,Routine,1.2328,1,12,False,0.417947,log_annual_income,log_total_outflow,fraction_night_activity,-1
C100338,0.1235,Routine,1.4734,1,1,False,0.624548,log_annual_income,log_total_outflow,max_tx_amount,0
C101350,0.1235,Routine,1.3368,1,9,False,0.46229,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C101536,0.1235,Routine,1.7028,1,7,False,0.404812,log_annual_income,log_total_outflow,age,-1
C101522,0.1235,Routine,1.4666,1,9,False,0.42375,log_annual_income,log_total_outflow,count_wire_sent,-1
C101524,0.1235,Routine,1.3825,1,8,False,0.435098,log_total_outflow,log_annual_income,fraction_night_activity,-1
C101527,0.1235,Routine,1.6782,1,5,False,0.442978,log_annual_income,fraction_night_activity,log_pix_out,-1
C101528,0.1235,Routine,1.5578,1,9,False,0.471744,log_total_outflow,log_annual_income,mean_tx_amount,-1
C101513,0.1235,Routine,1.2179,1,10,False,0.430714,log_annual_income,log_total_outflow,std_tx_amount,-1
C101517,0.1235,Routine,1.264,1,7,True,0.399963,log_total_outflow,log_annual_income,mean_merchant_chargeback,1
C102413,0.1235,Routine,1.5929,1,10,False,0.423453,log_total_outflow,log_annual_income,mean_tx_amount,-1
C102414,0.1235,Routine,1.6613,2,10,False,0.437831,mean_tx_amount,log_total_outflow,count_high_chargeback_merchants,-1
C101280,0.1235,Routine,1.0552,1,10,False,0.453915,log_annual_income,log_total_outflow,mean_merchant_chargeback,-1
C102403,0.1235,Routine,1.4391,2,12,False,0.494898,log_annual_income,log_total_outflow,mean_tx_amount,-1
C102404,0.1235,Routine,1.6142,1,9,False,0.452635,log_annual_income,log_total_outflow,fraction_night_activity,-1
C100128,0.1235,Routine,1.0143,1,10,False,0.424546,log_total_outflow,max_tx_amount,log_annual_income,-1
C102477,0.1235,Routine,1.3965,1,7,False,0.500604,log_total_outflow,log_annual_income,log_pix_outflow,-1
C102479,0.1235,Routine,1.3178,1,9,False,0.430027,log_annual_income,std_tx_amount,fraction_night_activity,-1
C102466,0.1235,Routine,1.2703,1,10,False,0.396402,log_total_outflow,log_annual_income,mean_tx_amount,-1
C102467,0.1235,Routine,1.0027,1,7,False,0.447444,log_total_outflow,max_tx_amount,log_annual_income,-1
C102468,0.1235,Routine,0.9652,1,14,False,0.460957,log_total_outflow,max_tx_amount,log_annual_income,1
C102438,0.1235,Routine,1.6763,2,9,False,0.513815,log_total_outflow,log_annual_income,log_pix_outflow,-1
