customer_id,triggered_rules,total_score,escalation_band,hard_alert_flag
C100760,R02_LOW|R03_HIGH|R04|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C100184,R02_LOW|R03_LOW|R04|R07|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C101419,R02_LOW|R04|R05_VPN|R06|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101742,R02_LOW|R03_LOW|R04|R05_TOR|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100435,R02_LOW|R03_HIGH|R04|R10|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101284,R02_LOW|R03_HIGH|R04|R05_VPN|R11|R19|R20,14,Tier 1 — SAR immediate,False
C102123,R02_LOW|R03_HIGH|R04|R10|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102049,R02_LOW|R03_LOW|R04|R05_TOR|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101352,R02_LOW|R03_LOW|R04|R06|R11|R14|R19|R20,14,Tier 1 — SAR immediate,False
C100591,R02_LOW|R03_LOW|R04|R05_TOR|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101177,R02_LOW|R04|R05_TOR|R10|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102041,R02_LOW|R03_LOW|R04|R05_VPN|R11|R15|R19|R20,14,Tier 1 — SAR immediate,False
C101113,R02_LOW|R03_HIGH|R05_TOR|R11|R15|R19|R20,14,Tier 1 — SAR immediate,False
C101701,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C101816,R02_LOW|R03_HIGH|R04|R05_VPN|R11|R19|R20,14,Tier 1 — SAR immediate,False
C101243,R02_LOW|R04|R05_TOR|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C102420,R02_LOW|R03_LOW|R04|R05_VPN|R07|R11|R19|R20,14,Tier 1 — SAR immediate,False
C102065,R02_LOW|R03_HIGH|R05_TOR|R06|R11|R19|R20,14,Tier 1 — SAR immediate,False
C101996,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C100497,R02_LOW|R03_LOW|R04|R11|R14|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C100854,R02_LOW|R03_LOW|R04|R05_VPN|R06|R11|R19|R20,14,Tier 1 — SAR immediate,False
C101267,R02_LOW|R03_HIGH|R04|R06|R11|R19|R20,14,Tier 1 — SAR immediate,False
C101976,R02_LOW|R03_LOW|R04|R05_TOR|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102015,R03_HIGH|R04|R05_VPN|R11|R15|R17|R20,14,Tier 1 — SAR immediate,False
C100378,R03_HIGH|R05_TOR|R10|R11|R14|R19|R20,14,Tier 1 — SAR immediate,False
C100064,R03_HIGH|R04|R05_TOR|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C101098,R03_HIGH|R05_TOR|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100270,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100812,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100153,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100151,R03_HIGH|R05_VPN|R11|R15|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C101410,R03_HIGH|R04|R05_VPN|R10|R11|R19|R20,14,Tier 1 — SAR immediate,False
C102080,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100426,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102304,R03_HIGH|R04|R05_TOR|R11|R19|R20,14,Tier 1 — SAR immediate,False
C101426,R03_HIGH|R04|R05_TOR|R11|R19|R20,14,Tier 1 — SAR immediate,False
C101887,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101514,R03_HIGH|R04|R05_TOR|R11|R19|R20,14,Tier 1 — SAR immediate,False
C102176,R03_HIGH|R04|R05_VPN|R11|R18|R19|R20,14,Tier 1 — SAR immediate,False
C100282,R03_HIGH|R05_VPN|R06|R11|R15|R19|R20,14,Tier 1 — SAR immediate,False
C101746,R03_HIGH|R04|R05_VPN|R11|R18|R19|R20,14,Tier 1 — SAR immediate,False
C102454,R03_HIGH|R04|R05_TOR|R11|R19|R20,14,Tier 1 — SAR immediate,False
C100199,R03_HIGH|R04|R05_TOR|R11|R19|R20,14,Tier 1 — SAR immediate,False
C102043,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100692,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101026,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101021,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101184,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100734,R03_HIGH|R04|R05_TOR|R11|R19|R20,14,Tier 1 — SAR immediate,False
C101985,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100238,R03_HIGH|R04|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100427,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102018,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101521,R03_HIGH|R05_TOR|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102166,R03_HIGH|R04|R05_TOR|R11|R19|R20,14,Tier 1 — SAR immediate,False
C101456,R03_HIGH|R04|R06|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100093,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100829,R03_HIGH|R04|R06|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102379,R03_HIGH|R04|R11|R14|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100636,R03_HIGH|R04|R11|R14|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101990,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101736,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101365,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101450,R03_HIGH|R04|R05_TOR|R11|R19|R20,14,Tier 1 — SAR immediate,False
C102147,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101979,R03_HIGH|R04|R06|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102000,R03_HIGH|R04|R06|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102282,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100445,R03_HIGH|R04|R05_TOR|R11|R19|R20,14,Tier 1 — SAR immediate,False
C100585,R03_HIGH|R04|R05_VPN|R07|R11|R17|R20,14,Tier 1 — SAR immediate,False
C100103,R03_HIGH|R04|R05_VPN|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101448,R03_LOW|R04|R05_VPN|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102348,R03_LOW|R04|R05_VPN|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101667,R03_LOW|R04|R05_VPN|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100830,R03_LOW|R04|R05_VPN|R10|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C101836,R03_LOW|R04|R05_TOR|R10|R11|R18|R19|R20,14,Tier 1 — SAR immediate,False
C100274,R03_LOW|R05_VPN|R11|R14|R15|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C100463,R03_LOW|R05_TOR|R09|R10|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102273,R03_LOW|R04|R05_VPN|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100703,R03_LOW|R04|R05_VPN|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100318,R03_LOW|R04|R05_VPN|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102132,R03_LOW|R04|R06|R07|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102468,R03_LOW|R04|R05_TOR|R10|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102375,R03_LOW|R04|R05_VPN|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102001,R03_LOW|R04|R06|R10|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C100621,R03_LOW|R04|R05_VPN|R07|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100696,R03_LOW|R04|R06|R07|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101114,R03_LOW|R04|R05_VPN|R06|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C102084,R03_LOW|R04|R05_VPN|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101479,R03_LOW|R05_TOR|R09|R10|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C101755,R03_LOW|R04|R05_VPN|R11|R15|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100941,R03_LOW|R04|R05_VPN|R06|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100098,R03_LOW|R04|R05_TOR|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C100131,R04|R05_TOR|R07|R10|R11|R19|R20,14,Tier 1 — SAR immediate,False
C101808,R04|R05_TOR|R07|R11|R17|R19|R20,14,Tier 1 — SAR immediate,False
C100301,R04|R05_TOR|R10|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C101809,R04|R05_VPN|R06|R11|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C101392,R04|R05_VPN|R11|R15|R17|R18|R19|R20,14,Tier 1 — SAR immediate,False
C102253,R02_LOW|R04|R06|R11|R14|R16|R19|R20,13,Tier 1 — Hard alert,True
C101826,R02_LOW|R04|R05_VPN|R11|R17|R18|R19|R20|R21,13,Tier 1 — Hard alert,True
C101846,R02_LOW|R04|R05_VPN|R07|R11|R19|R20|R21,13,Tier 1 — Hard alert,True
C100701,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20|R21,13,Tier 1 — Hard alert,True
C100534,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20|R21,13,Tier 1 — Hard alert,True
C102330,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20|R21,13,Tier 1 — Hard alert,True
C100790,R03_HIGH|R05_TOR|R11|R17|R18|R19|R20|R21,13,Tier 1 — Hard alert,True
C102361,R03_HIGH|R05_TOR|R11|R17|R18|R19|R20|R21,13,Tier 1 — Hard alert,True
C100054,R03_HIGH|R05_TOR|R10|R11|R17|R19|R20|R21,13,Tier 1 — Hard alert,True
C102124,R03_LOW|R04|R05_TOR|R11|R17|R19|R20|R21,13,Tier 1 — Hard alert,True
C101859,R03_LOW|R04|R05_VPN|R07|R11|R19|R20|R21,13,Tier 1 — Hard alert,True
C102250,R03_LOW|R04|R05_TOR|R11|R17|R19|R20|R21,13,Tier 1 — Hard alert,True
C101908,R04|R05_VPN|R11|R15|R17|R19|R20|R21,13,Tier 1 — Hard alert,True
C102206,R04|R05_VPN|R09|R10|R11|R17|R20|R21,13,Tier 1 — Hard alert,True
C101993,R04|R05_TOR|R11|R17|R18|R19|R20|R21,13,Tier 1 — Hard alert,True
C101483,R04|R05_TOR|R11|R15|R19|R20|R21,13,Tier 1 — Hard alert,True
C101328,R01|R03_LOW|R04|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102335,R01|R02_LOW|R03_LOW|R04|R05_VPN|R11|R20,13,Tier 1 — SAR immediate,False
C102228,R02_HIGH|R03_LOW|R04|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100351,R02_HIGH|R03_LOW|R04|R05_VPN|R11|R18|R20,13,Tier 1 — SAR immediate,False
C101473,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100979,R02_LOW|R04|R05_VPN|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102158,R02_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101440,R02_LOW|R03_LOW|R04|R05_TOR|R11|R19|R20,13,Tier 1 — SAR immediate,False
C102205,R02_LOW|R03_LOW|R04|R05_VPN|R11|R18|R19|R20,13,Tier 1 — SAR immediate,False
C100498,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102244,R02_LOW|R03_HIGH|R04|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101761,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101467,R02_LOW|R03_LOW|R05_VPN|R06|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C100519,R02_LOW|R04|R06|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C100468,R02_LOW|R04|R05_VPN|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101924,R02_LOW|R03_HIGH|R04|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102415,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100860,R02_LOW|R03_LOW|R04|R11|R15|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101025,R02_LOW|R03_LOW|R04|R05_TOR|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100656,R02_LOW|R03_HIGH|R04|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101487,R02_LOW|R03_HIGH|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101942,R02_LOW|R03_LOW|R04|R06|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101756,R02_LOW|R03_HIGH|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101429,R02_LOW|R04|R05_TOR|R10|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101977,R02_LOW|R03_HIGH|R04|R11|R15|R17|R20,13,Tier 1 — SAR immediate,False
C100493,R02_LOW|R03_LOW|R04|R11|R15|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101408,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100776,R02_LOW|R03_HIGH|R04|R11|R18|R19|R20,13,Tier 1 — SAR immediate,False
C101354,R02_LOW|R03_HIGH|R04|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100439,R02_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101671,R02_LOW|R03_HIGH|R04|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101999,R02_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100615,R02_LOW|R03_LOW|R04|R05_TOR|R11|R19|R20,13,Tier 1 — SAR immediate,False
C102039,R02_LOW|R03_HIGH|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100569,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101415,R02_LOW|R03_HIGH|R04|R10|R11|R17|R18|R20,13,Tier 1 — SAR immediate,False
C100841,R02_LOW|R05_VPN|R09|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101699,R02_LOW|R04|R05_VPN|R06|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100870,R02_LOW|R04|R05_TOR|R06|R11|R17|R20,13,Tier 1 — SAR immediate,False
C101019,R02_LOW|R03_LOW|R04|R05_TOR|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101749,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102257,R02_LOW|R03_LOW|R04|R05_TOR|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101192,R02_LOW|R03_LOW|R04|R05_TOR|R11|R19|R20,13,Tier 1 — SAR immediate,False
C102303,R02_LOW|R03_LOW|R04|R06|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101998,R02_LOW|R03_LOW|R04|R05_VPN|R10|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101797,R02_LOW|R03_HIGH|R05_TOR|R10|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101914,R02_LOW|R03_LOW|R04|R06|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100509,R02_LOW|R03_HIGH|R04|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101611,R02_LOW|R03_HIGH|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101692,R02_LOW|R03_HIGH|R04|R10|R11|R19|R20,13,Tier 1 — SAR immediate,False
C102223,R02_LOW|R04|R05_VPN|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101881,R02_LOW|R03_LOW|R04|R05_VPN|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101191,R03_HIGH|R04|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100549,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101743,R03_HIGH|R04|R11|R14|R19|R20,13,Tier 1 — SAR immediate,False
C100779,R03_HIGH|R04|R06|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101995,R03_HIGH|R04|R05_TOR|R11|R17|R20,13,Tier 1 — SAR immediate,False
C102411,R03_HIGH|R06|R11|R15|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100142,R03_HIGH|R04|R05_TOR|R11|R17|R20,13,Tier 1 — SAR immediate,False
C102497,R03_HIGH|R04|R11|R15|R19|R20,13,Tier 1 — SAR immediate,False
C101407,R03_HIGH|R04|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C101500,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100917,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101967,R03_HIGH|R04|R05_TOR|R10|R11|R20,13,Tier 1 — SAR immediate,False
C101759,R03_HIGH|R04|R05_TOR|R11|R17|R20,13,Tier 1 — SAR immediate,False
C101720,R03_HIGH|R04|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C102465,R03_HIGH|R04|R05_TOR|R11|R17|R20,13,Tier 1 — SAR immediate,False
C100953,R03_HIGH|R05_TOR|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C100346,R03_HIGH|R04|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102172,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100942,R03_HIGH|R05_VPN|R10|R11|R15|R19|R20,13,Tier 1 — SAR immediate,False
C101465,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101612,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100213,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100817,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100681,R03_HIGH|R04|R05_TOR|R10|R11|R20,13,Tier 1 — SAR immediate,False
C101385,R03_HIGH|R04|R05_TOR|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100931,R03_HIGH|R05_TOR|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C101552,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100510,R03_HIGH|R04|R05_TOR|R11|R17|R20,13,Tier 1 — SAR immediate,False
C100744,R03_HIGH|R04|R05_VPN|R10|R11|R17|R20,13,Tier 1 — SAR immediate,False
C102137,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100595,R03_HIGH|R04|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C102067,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101769,R03_HIGH|R04|R05_VPN|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100654,R03_HIGH|R04|R05_TOR|R11|R17|R20,13,Tier 1 — SAR immediate,False
C101745,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100831,R03_LOW|R06|R09|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100037,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100801,R03_LOW|R04|R09|R10|R11|R19|R20,13,Tier 1 — SAR immediate,False
C101779,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101050,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101783,R03_LOW|R04|R05_VPN|R11|R15|R19|R20,13,Tier 1 — SAR immediate,False
C102471,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102310,R03_LOW|R04|R05_VPN|R11|R15|R19|R20,13,Tier 1 — SAR immediate,False
C102410,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101263,R03_LOW|R04|R05_TOR|R11|R18|R19|R20,13,Tier 1 — SAR immediate,False
C100754,R03_LOW|R04|R10|R11|R15|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101796,R03_LOW|R04|R05_VPN|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101780,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101658,R03_LOW|R04|R05_VPN|R11|R15|R19|R20,13,Tier 1 — SAR immediate,False
C100214,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100335,R03_LOW|R04|R10|R11|R15|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102151,R03_LOW|R04|R06|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102462,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101596,R03_LOW|R04|R09|R10|R11|R19|R20,13,Tier 1 — SAR immediate,False
C102299,R03_LOW|R04|R11|R15|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C101713,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100272,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100745,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102181,R03_LOW|R04|R05_VPN|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100900,R03_LOW|R04|R05_VPN|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C102195,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101842,R03_LOW|R04|R07|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C100721,R03_LOW|R04|R05_VPN|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101388,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102452,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100469,R03_LOW|R04|R05_VPN|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C101544,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101621,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100406,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101193,R03_LOW|R04|R05_VPN|R10|R11|R18|R19|R20,13,Tier 1 — SAR immediate,False
C102281,R03_LOW|R05_VPN|R06|R11|R15|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100474,R03_LOW|R04|R10|R11|R15|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102055,R03_LOW|R04|R09|R10|R11|R19|R20,13,Tier 1 — SAR immediate,False
C100251,R03_LOW|R04|R05_VPN|R06|R11|R19|R20,13,Tier 1 — SAR immediate,False
C102194,R03_LOW|R04|R05_VPN|R11|R15|R19|R20,13,Tier 1 — SAR immediate,False
C102011,R03_LOW|R04|R05_TOR|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101922,R04|R09|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100710,R04|R05_TOR|R11|R15|R19|R20,13,Tier 1 — SAR immediate,False
C102035,R04|R05_VPN|R06|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101535,R04|R06|R11|R14|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102366,R04|R05_VPN|R11|R15|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101376,R04|R05_VPN|R06|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C101155,R04|R09|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100961,R04|R05_TOR|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C101634,R04|R05_VPN|R11|R15|R17|R19|R20,13,Tier 1 — SAR immediate,False
C102237,R04|R05_TOR|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C101400,R04|R09|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100034,R04|R09|R10|R11|R17|R19|R20,13,Tier 1 — SAR immediate,False
C100067,R05_TOR|R06|R10|R11|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C101772,R06|R11|R14|R15|R17|R18|R19|R20,13,Tier 1 — SAR immediate,False
C100028,R02_LOW|R04|R07|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C102012,R02_LOW|R03_LOW|R04|R05_VPN|R10|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C101382,R02_LOW|R04|R05_VPN|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100679,R02_LOW|R03_LOW|R06|R11|R15|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100816,R02_LOW|R03_LOW|R04|R05_VPN|R11|R19|R20|R21,12,Tier 1 — Hard alert,True
C102082,R02_LOW|R04|R05_VPN|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100398,R02_LOW|R03_LOW|R04|R10|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100818,R02_LOW|R03_LOW|R04|R06|R11|R19|R20|R21,12,Tier 1 — Hard alert,True
C100951,R03_HIGH|R04|R05_VPN|R11|R17|R20|R21,12,Tier 1 — Hard alert,True
C100026,R03_HIGH|R04|R05_VPN|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100757,R03_HIGH|R04|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
C100706,R03_HIGH|R04|R11|R17|R19|R20|R21,12,Tier 1 — Hard alert,True
